Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
3268,07/08/2019,DD,THE GYM LTD,14.99,,6790.72,Fitness,Swansea,UK
3269,07/08/2019,BP,SAVE THE CHANGE,0.53,,6805.71,Savings,Swansea,UK
3270,06/08/2019,DEB,WWW.III.CO.UK DE,1000,,6806.24,Investment,Swansea,UK
3271,06/08/2019,DEB,NON-GBP PURCH FEE,0.5,,7806.24,Others,Swansea,UK
3272,06/08/2019,DEB,NON-GBP TRANS FEE,1.06,,7806.74,Others,Swansea,UK
3273,06/08/2019,DEB,WHOLEFDS BLH 10091,35.47,,7807.8,Groceries ,,
3274,05/08/2019,BP,SAVE THE CHANGE,0.44,,7843.27,Savings,Swansea,UK
3275,05/08/2019,DEB,NON-GBP PURCH FEE,0.5,,7843.71,Others,Swansea,UK
3276,05/08/2019,DEB,NON-GBP TRANS FEE,1.16,,7844.21,Others,Swansea,UK
3277,05/08/2019,DEB,SHAWS #0677,38.88,,7845.37,Services,Swansea,UK
3278,02/08/2019,DEP,CLUB LLOYDS WAIVED,,3,7884.25,Supplementary Income,Swansea,UK
3279,02/08/2019,PAY,CLUB LLOYDS FEE,3,,7881.25,Bills,Swansea,UK
3280,02/08/2019,DEB,NON-GBP PURCH FEE,0.5,,7884.25,Others,Swansea,UK
3281,02/08/2019,DEB,NON-GBP TRANS FEE,0.7,,7884.75,Others,Swansea,UK
3282,02/08/2019,DEB,SAVERS - 1207,23.68,,7885.45,Other Shopping,,
3283,02/08/2019,BP,SAVE THE CHANGE,0.04,,7909.13,Savings,Swansea,UK
3284,01/08/2019,,INTEREST (GROSS),,5.53,7909.17,Interest,Swansea,UK
3285,01/08/2019,DD,CC SWANSEA C.TAX,147,,7903.64,Bills,Swansea,UK
3286,01/08/2019,DD,GOOD ENERGY LTD,50,,8050.64,Bills,Swansea,UK
3287,01/08/2019,DD,DWR CYMRU W WATER,32.5,,8100.64,Bills,Swansea,UK
3288,01/08/2019,DD,ZURICH,20.69,,8133.14,Insurance,Swansea,UK
3289,01/08/2019,DEB,NON-GBP PURCH FEE,0.5,,8153.83,Others,Swansea,UK
3290,01/08/2019,DEB,NON-GBP TRANS FEE,0.98,,8154.33,Others,Swansea,UK
3291,01/08/2019,DEB,GAP US 822,32.96,,8155.31,Clothes,,
3292,01/08/2019,SO,ESAVINGS ACCOUNT,300,,8188.27,Savings,Swansea,UK
3293,01/08/2019,BP,SAVE THE CHANGE,0.75,,8488.27,Savings,Swansea,UK
3294,31/07/2019,DEB,DOUBLETREE BY HILT,101.25,,8489.02,Hotels,,
3295,31/07/2019,DD,UCU B ACCOUNT,24.26,,8590.27,Others,Swansea,UK
3296,31/07/2019,BP,SAVE THE CHANGE,0.6,,8614.53,Savings,Swansea,UK
3297,31/07/2019,BGC,SWANSEA UNI - PAY,,3265.85,8615.13,Paycheck,Swansea,UK
3298,30/07/2019,DEB,NON-GBP CASH FEE,1.5,,5349.28,Others,Swansea,UK
3299,30/07/2019,DEB,NON-GBP TRANS FEE,4.97,,5350.78,Others,Swansea,UK
3300,30/07/2019,DEB,*EASTERN AVENUE RE,166.24,,5355.75,Home Improvement,swansea,UK
3301,30/07/2019,DEB,TFW RAIL SERVICES,50.4,,5521.99,Travel,,
3302,30/07/2019,BP,SAVE THE CHANGE,0.99,,5572.39,Savings,Swansea,UK
3303,29/07/2019,DEB,Brontosaurus Vegan,15.52,,5573.38,Dine Out,Swansea,UK
3304,29/07/2019,DEB,AMZNMktplace,199.49,,5588.9,Amazon,Swansea,UK
3305,29/07/2019,DEB,URBANZENINSTRUCTOR,7,,5788.39,Services,Swansea,UK
3306,29/07/2019,CPT,LOYD LOYD 802 OXFO,50,,5795.39,Cash,Swansea,UK
3307,26/07/2019,BP,SAVE THE CHANGE,1.61,,5845.39,Savings,Swansea,UK
3308,26/07/2019,BGC,SWANSEA UNIVERSITY,,38.31,5847,Supplementary Income,Swansea,UK
3309,25/07/2019,DEB,NON-GBP PURCH FEE,0.5,,5808.69,Others,Swansea,UK
3310,25/07/2019,DEB,NON-GBP TRANS FEE,0.69,,5809.19,Others,Swansea,UK
3311,25/07/2019,DEB,ASKCRAIG,23.34,,5809.88,Entertainment,,
3312,25/07/2019,DEB,RYANAIR   224000,49.97,,5833.22,Travel,,
3313,25/07/2019,DEB,NON-GBP PURCH FEE,0.5,,5883.19,Others,Swansea,UK
3314,25/07/2019,DEB,NON-GBP TRANS FEE,0.83,,5883.69,Others,Swansea,UK
3315,25/07/2019,DEB,RYANAIR   000000,28.08,,5884.52,Travel,,
3316,25/07/2019,CPT,LNK TESCO FABIAN W,100,,5912.6,Cash,Swansea,UK
3317,25/07/2019,BP,SAVE THE CHANGE,0.01,,6012.6,Savings,Swansea,UK
3318,24/07/2019,DEB,Audible.co.uk,7.99,,6012.61,Entertainment,Swansea,UK
3319,23/07/2019,BP,SAVE THE CHANGE,0.57,,6020.6,Savings,Swansea,UK
3320,22/07/2019,DEB,T K MAXX,48.93,,6021.17,Other Shopping,,
3321,22/07/2019,DEB,AMZNMktplace,6.5,,6070.1,Amazon,Swansea,UK
3322,22/07/2019,DEB,URBANZENINSTRUCTOR,7,,6076.6,Services,Swansea,UK
3323,22/07/2019,TFR,F/FLOW GRINDEYS LL,,1069.68,6083.6,Supplementary Income,Swansea,UK
3324,22/07/2019,DD,VIRGIN MEDIA PYMTS,29,,5013.92,Bills,Swansea,UK
3325,22/07/2019,DD,CORGI HOMEPLAN,14.75,,5042.92,Home Improvement,swansea,UK
3326,19/07/2019,FPO,AMELIA TERESZKIEWI,20,,5057.67,Services,Swansea,UK
3327,19/07/2019,CPT,LNK TESCO FABIAN W,50,,5077.67,Cash,Swansea,UK
3328,19/07/2019,BGC,SWANSEA UNIVERSITY,,1868.98,5127.67,Supplementary Income,Swansea,UK
3329,18/07/2019,BP,SAVE THE CHANGE,0.7,,3258.69,Savings,Swansea,UK
3330,17/07/2019,DEB,SAINSBURYS S/MKTS,10.3,,3259.39,Groceries,,
3331,17/07/2019,BP,SAVE THE CHANGE,0.8,,3269.69,Savings,Swansea,UK
3332,16/07/2019,FPO,CARL DAVENPORT,60,,3270.49,Entertainment,Swansea,UK
3333,16/07/2019,DEB,AMAZON.CO.UK*MH023,36.2,,3330.49,Amazon,Swansea,UK
3334,16/07/2019,DD,O2,18.45,,3366.69,Other Shopping,Swansea,UK
3335,16/07/2019,BP,SAVE THE CHANGE,2.54,,3385.14,Savings,Swansea,UK
3336,15/07/2019,DEB,Brontosaurus Vegan,18.07,,3387.68,Dine Out,Swansea,UK
3337,15/07/2019,DEB,MARKS&SPENCER PLC,7.7,,3405.75,Clothes,,
3338,15/07/2019,DEB,Audible.co.uk,18,,3413.45,Entertainment,Swansea,UK
3339,15/07/2019,DEB,ZINCO LOUNGE,7.65,,3431.45,Dine Out,Swansea,UK
3340,15/07/2019,DEB,AMZNMktplace,3.04,,3439.1,Amazon,Swansea,UK
3341,15/07/2019,DEB,URBANZENINSTRUCTOR,7,,3442.14,Services,Swansea,UK
3342,15/07/2019,BP,SAVE THE CHANGE,0.97,,3449.14,Savings,Swansea,UK
3343,15/07/2019,CPT,LNK 1 UNION STREET,200,,3450.11,Cash,Leicester,UK
3344,12/07/2019,DEB,EASYJET   000EXG,298.48,,3650.11,Travel,,
3345,12/07/2019,DEB,HOSTEL WORLD,61.55,,3948.59,Hotels,,
3346,11/07/2019,BP,SAVE THE CHANGE,0.15,,4010.14,Savings,Swansea,UK
3347,10/07/2019,DEB,ZINCO LOUNGE,19.85,,4010.29,Dine Out,Swansea,UK
3348,10/07/2019,BP,SAVE THE CHANGE,0.08,,4030.14,Savings,Swansea,UK
3349,09/07/2019,DEB,AMZNMKTPLACE AMAZO,4.92,,4030.22,Amazon,Swansea,UK
3350,09/07/2019,CPT,LNK M&S SWANSEA,60,,4035.14,Cash,Swansea,UK
3351,09/07/2019,BP,SAVE THE CHANGE,1.72,,4095.14,Savings,Swansea,UK
3352,08/07/2019,DEB,TFW RAIL SERVICES,11.8,,4096.86,Travel,,
3353,08/07/2019,DEB,AMZN Mktp UK*M635I,7.43,,4108.66,Amazon,Swansea,UK
3354,08/07/2019,DEB,SWANSEA UNI - CATE,8.05,,4116.09,Dine Out,Swansea,UK
3355,08/07/2019,DD,THE GYM LTD,14.99,,4124.14,Fitness,Swansea,UK
3356,08/07/2019,BP,SAVE THE CHANGE,0.6,,4139.13,Savings,Swansea,UK
3357,05/07/2019,DEB,AMZNMktplace,14.4,,4139.73,Amazon,Swansea,UK
3358,05/07/2019,CPT,LNK TESCO FABIAN W,100,,4154.13,Cash,Swansea,UK
3359,05/07/2019,BP,SAVE THE CHANGE,0.19,,4254.13,Savings,Swansea,UK
3360,04/07/2019,DEB,AMZNMKTPLACE AMAZO,1.81,,4254.32,Amazon,Swansea,UK
3361,03/07/2019,FPO,AMELIA TERESZKIEWI,40,,4256.13,Services,Swansea,UK
3362,03/07/2019,DEB,Amazon.co.uk*M60AR,9,,4296.13,Amazon,Swansea,UK
3363,03/07/2019,BGC,GOOGLE IRELAND,,82.04,4305.13,Supplementary Income,Swansea,UK
3364,02/07/2019,DEP,CLUB LLOYDS WAIVED,,3,4223.09,Supplementary Income,Swansea,UK
3365,02/07/2019,PAY,CLUB LLOYDS FEE,3,,4220.09,Bills,Swansea,UK
3366,02/07/2019,DD,ZURICH,20.69,,4223.09,Insurance,Swansea,UK
3367,02/07/2019,BP,SAVE THE CHANGE,2.77,,4243.78,Savings,Swansea,UK
3368,01/07/2019,,INTEREST (GROSS),,5.54,4246.55,Interest,Swansea,UK
3369,01/07/2019,DEB,ZINCO LOUNGE,13.05,,4241.01,Dine Out,Swansea,UK
3370,01/07/2019,DEB,ZARA SWANSEA,15.99,,4254.06,Clothes,Swansea,UK
3371,01/07/2019,DEB,COFFEE#1 SWANSEA,10.75,,4270.05,Dine Out,Swansea,UK
3372,01/07/2019,DEB,TESCO STORE 3241,8.19,,4280.8,Groceries,,
3373,01/07/2019,DEB,MARKS&SPENCER PLC,1,,4288.99,Clothes,,
3374,01/07/2019,DEB,TFW RAIL SERVICES,77.5,,4289.99,Travel,,
3375,01/07/2019,DEB,BIRMINGHAM INT HOT,58,,4367.49,Hotels,Birmingham,UK
3376,01/07/2019,DEB,WASABI BIRMINGHAM,22.75,,4425.49,Dine Out,Birmingham,UK
3377,01/07/2019,DD,PRINCIPALITY BS,1163.58,,4448.24,Mortgage,Swansea,UK
3378,01/07/2019,DD,CC SWANSEA C.TAX,147,,5611.82,Bills,Swansea,UK
3379,01/07/2019,DD,GOOD ENERGY LTD,50,,5758.82,Bills,Swansea,UK
3380,01/07/2019,DD,DWR CYMRU W WATER,32.5,,5808.82,Bills,Swansea,UK
3381,01/07/2019,SO,ESAVINGS ACCOUNT,300,,5841.32,Savings,Swansea,UK
3382,01/07/2019,BP,SAVE THE CHANGE,0.6,,6141.32,Savings,Swansea,UK
3383,01/07/2019,CPT,LNK ESTATE AGENTS,50,,6141.92,Cash,Leeds,UK
3384,01/07/2019,CPT,LNK SWANSEA 1,100,,6191.92,Cash,Swansea,UK
3385,28/06/2019,DEB,WWW.III.CO.UK DE,1020,,6291.92,Investment,Nottingham,UK
3386,28/06/2019,DEB,ZINCO LOUNGE,14.4,,7311.92,Dine Out,Swansea,UK
3387,28/06/2019,DD,UCU B ACCOUNT,24.26,,7326.32,Others,Swansea,UK
3388,28/06/2019,BP,SAVE THE CHANGE,0.2,,7350.58,Savings,Swansea,UK
3389,28/06/2019,BGC,SWANSEA UNI - PAY,,3265.85,7350.78,Paycheck,Swansea,UK
3390,28/06/2019,BGC,GOOGLE IRELAND,,0.45,4084.93,Supplementary Income,Swansea,UK
3391,27/06/2019,DEB,WWW.III.CO.UK DE,2200,,4084.48,Investment,Nottingham,UK
3392,27/06/2019,DEB,TFW RAIL SERVICES,11.8,,6284.48,Travel,,
3393,27/06/2019,BP,SAVE THE CHANGE,2.31,,6296.28,Savings,Swansea,UK
3394,26/06/2019,DEB,Brontosaurus Vegan,25.34,,6298.59,Dine Out,Swansea,UK
3395,26/06/2019,DEB,MARKS&SPENCER PLC,14.2,,6323.93,Clothes,,
3396,26/06/2019,DEB,AMZNMKTPLACE AMAZO,6.15,,6338.13,Amazon,Swansea,UK
3397,26/06/2019,TFR,R LAWRENCE,,2000,6344.28,Supplementary Income,Swansea,UK
3398,25/06/2019,DEB,THE BIKE HUB,90,,4344.28,Other Shopping,,
3399,25/06/2019,CPT,LNK TESCO FABIAN W,40,,4434.28,Cash,Swansea,UK
3400,25/06/2019,BP,SAVE THE CHANGE,1.09,,4474.28,Savings,Swansea,UK
3401,24/06/2019,DEB,Amazon.co.uk*M62FO,56.03,,4475.37,Amazon,Swansea,UK
3402,24/06/2019,DEB,AMZNMktplace,24.94,,4531.4,Amazon,Swansea,UK
3403,24/06/2019,DEB,AMZNMktplace,19.95,,4556.34,Amazon,Swansea,UK
3404,24/06/2019,DEB,Audible.co.uk,7.99,,4576.29,Entertainment,Swansea,UK
3405,24/06/2019,DD,CORGI HOMEPLAN,14.75,,4584.28,Home Improvement,swansea,UK
3406,24/06/2019,BP,SAVE THE CHANGE,0.4,,4599.03,Savings,Swansea,UK
3407,24/06/2019,CPT,LNK 1 UNION STREET,60,,4599.43,Cash,Leicester,UK
3408,21/06/2019,DEB,SAINSBURY'S S/MKT,6.6,,4659.43,Groceries,,
3409,21/06/2019,CPT,LNK TESCO FABIAN W,60,,4666.03,Cash,Swansea,UK
3410,21/06/2019,DD,VIRGIN MEDIA PYMTS,29,,4726.03,Bills,Swansea,UK
3411,20/06/2019,DEB,WWW.III.CO.UK DE,4000,,4755.03,Investment,Nottingham,UK
3412,20/06/2019,CPT,LNK DIAMOND PROPER,80,,8755.03,Cash,Leeds,UK
3413,20/06/2019,BP,SAVE THE CHANGE,0.33,,8835.03,Savings,Swansea,UK
3414,19/06/2019,DEB,CANDLES & CO,21.99,,8835.36,Other Shopping,,
3415,19/06/2019,DEB,Audible.co.uk,18,,8857.35,Entertainment,Swansea,UK
3416,19/06/2019,DEB,POST OFFICE COUNTE,16.68,,8875.35,Others,Swansea,UK
3417,19/06/2019,TFR,R LAWRENCE,,4000,8892.03,Supplementary Income,Swansea,UK
3418,19/06/2019,BP,SAVE THE CHANGE,0.61,,4892.03,Savings,Swansea,UK
3419,18/06/2019,DEB,AMZNMKTPLACE AMAZO,18.52,,4892.64,Amazon,Swansea,UK
3420,18/06/2019,DEB,Amazon.co.uk*M64R1,6.87,,4911.16,Amazon,Swansea,UK
3421,18/06/2019,BP,SAVE THE CHANGE,0.33,,4918.03,Savings,Swansea,UK
3422,17/06/2019,DEB,Amazon.co.uk*M60D5,3.87,,4918.36,Amazon,Swansea,UK
3423,17/06/2019,DEB,LUL TICKET MACHINE,4.9,,4922.23,Travel,London,UK
3424,17/06/2019,DEB,TFW RAIL SERVICES,87.9,,4927.13,Travel,,
3425,17/06/2019,DD,O2,22.58,,5015.03,Other Shopping,Swansea,UK
3426,17/06/2019,CPT,LOYD LOYD 802 OXFO,50,,5037.61,Cash,Swansea,UK
3427,14/06/2019,CPT,LNK TESCO FABIAN W,120,,5087.61,Cash,Swansea,UK
3428,13/06/2019,DEB,WWW.III.CO.UK DE,2600,,5207.61,Investment,Nottingham,UK
3429,12/06/2019,TFR,R LAWRENCE,,2800,7807.61,Supplementary Income,Swansea,UK
3430,12/06/2019,BP,SAVE THE CHANGE,0.6,,5007.61,Savings,Swansea,UK
3431,11/06/2019,DEB,WWW.III.CO.UK DE,2000,,5008.21,Investment,Swansea,UK
3432,11/06/2019,DEB,NON-GBP PURCH FEE,0.5,,7008.21,Others,Swansea,UK
3433,11/06/2019,DEB,NON-GBP TRANS FEE,0.25,,7008.71,Others,Swansea,UK
3434,11/06/2019,DEB,TRAINAWAY APS,8.4,,7008.96,Travel,,
3435,10/06/2019,TFR,R LAWRENCE,,2000,7017.36,Supplementary Income,Swansea,UK
3436,10/06/2019,DEB,3830824-ONBB1,126,,5017.36,Others,Swansea,UK
3437,10/06/2019,CPT,LNK FABIAN WAY,50,,5143.36,Cash,Swansea,UK
3438,10/06/2019,BP,SAVE THE CHANGE,0.61,,5193.36,Savings,Swansea,UK
3439,10/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5193.97,Others,Swansea,UK
3440,10/06/2019,DEB,NON-GBP TRANS FEE,0.25,,5194.47,Others,Swansea,UK
3441,10/06/2019,DEB,TRAINAWAY APS,8.39,,5194.72,Travel,,
3442,07/06/2019,DEB,FOREIGN CASH FEE,1.5,,5203.11,Travel,,
3443,07/06/2019,DEB,Shopping Domus Tri,197.37,,5204.61,Home Improvement,swansea,UK
3444,07/06/2019,DD,THE GYM LTD,14.99,,5401.98,Fitness,Swansea,UK
3445,07/06/2019,BP,SAVE THE CHANGE,1.24,,5416.97,Savings,Swansea,UK
3446,06/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5418.21,Others,Swansea,UK
3447,06/06/2019,DEB,NON-GBP TRANS FEE,0.25,,5418.71,Others,Swansea,UK
3448,06/06/2019,DEB,TRAINAWAY APS,8.37,,5418.96,Travel,,
3449,06/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5427.33,Others,Swansea,UK
3450,06/06/2019,DEB,NON-GBP TRANS FEE,0.25,,5427.83,Others,Swansea,UK
3451,06/06/2019,DEB,TRAINAWAY APS,8.39,,5428.08,Travel,,
3452,06/06/2019,BP,SAVE THE CHANGE,0.62,,5436.47,Savings,Swansea,UK
3453,05/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5437.09,Others,Swansea,UK
3454,05/06/2019,DEB,NON-GBP TRANS FEE,0.25,,5437.59,Others,Swansea,UK
3455,05/06/2019,DEB,TRAINAWAY APS,8.38,,5437.84,Travel,,
3456,05/06/2019,BP,SAVE THE CHANGE,0.2,,5446.22,Savings,Swansea,UK
3457,04/06/2019,DEP,CLUB LLOYDS WAIVED,,3,5446.42,Supplementary Income,Swansea,UK
3458,04/06/2019,PAY,CLUB LLOYDS FEE,3,,5443.42,Bills,Swansea,UK
3459,04/06/2019,DEB,MEIA DUZIA,12.8,,5446.42,Other Shopping,,
3460,04/06/2019,BP,SAVE THE CHANGE,2.34,,5459.22,Savings,Swansea,UK
3461,03/06/2019,,INTEREST (GROSS),,6.48,5461.56,Interest,Swansea,UK
3462,03/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5455.08,Others,Swansea,UK
3463,03/06/2019,DEB,NON-GBP TRANS FEE,0.26,,5455.58,Others,Swansea,UK
3464,03/06/2019,DEB,RESTAURANTE DA TER,8.79,,5455.84,Dine Out,London,UK
3465,03/06/2019,DEB,NON-GBP PURCH FEE,0.5,,5464.63,Others,Swansea,UK
3466,03/06/2019,DEB,NON-GBP TRANS FEE,0.25,,5465.13,Others,Swansea,UK
3467,03/06/2019,DEB,TRAINAWAY APS,8.37,,5465.38,Travel,,
3468,03/06/2019,DEB,TFW RAIL SERVICES,50.4,,5473.75,Travel,,
3469,03/06/2019,DEB,MINIPRECO LOIOS 2,20.65,,5524.15,Groceries,Porto,Portugal
3470,03/06/2019,DEB,M&S SIMPLY FOOD-SS,7.65,,5544.8,Groceries,Swansea,UK
3471,03/06/2019,DEB,WWW.III.CO.UK DE,1000,,5552.45,Investment,Swansea,UK
3472,03/06/2019,DEB,SAINSBURY'S S/MKT,19.8,,6552.45,Groceries,,
3473,03/06/2019,DD,PRINCIPALITY BS,957.26,,6572.25,Mortgage,Swansea,UK
3474,03/06/2019,DD,CC SWANSEA C.TAX,147,,7529.51,Bills,Swansea,UK
3475,03/06/2019,DD,GOOD ENERGY LTD,50,,7676.51,Bills,Swansea,UK
3476,03/06/2019,DD,DWR CYMRU W WATER,32.5,,7726.51,Bills,Swansea,UK
3477,03/06/2019,DD,ZURICH,20.69,,7759.01,Insurance,Swansea,UK
3478,03/06/2019,SO,ESAVINGS ACCOUNT,300,,7779.7,Savings,Swansea,UK
3479,31/05/2019,TFR,R LAWRENCE,,1000,8079.7,Supplementary Income,Swansea,UK
3480,31/05/2019,DEB,WWW.III.CO.UK DE,200,,7079.7,Investment,Nottingham,UK
3481,31/05/2019,DD,UCU B ACCOUNT,24.26,,7279.7,Others,Swansea,UK
3482,31/05/2019,BGC,SWANSEA UNI - PAY,,3265.85,7303.96,Paycheck,Swansea,UK
3483,30/05/2019,CPT,LNK TESCO FABIAN W,60,,4038.11,Cash,Swansea,UK
3484,30/05/2019,BP,SAVE THE CHANGE,0.23,,4098.11,Savings,Swansea,UK
3485,29/05/2019,DEB,AMZNMktplace,1.77,,4098.34,Amazon,Swansea,UK
3486,29/05/2019,CPT,LNK TESCO FABIAN W,40,,4100.11,Cash,Swansea,UK
3487,29/05/2019,BP,SAVE THE CHANGE,2.27,,4140.11,Savings,Swansea,UK
3488,28/05/2019,DEB,AMZNMktplace,12.49,,4142.38,Amazon,Swansea,UK
3489,28/05/2019,DEB,SWANSEA FOOD CENTR,7.46,,4154.87,Dine Out,Swansea,UK
3490,28/05/2019,DEB,AMZNMKTPLACE AMAZO,3.33,,4162.33,Amazon,Swansea,UK
3491,28/05/2019,DEB,AMZN MKTP UK*MN36N,5.99,,4165.66,Amazon,Swansea,UK
3492,28/05/2019,DEB,WWW.III.CO.UK DE,5000,,4171.65,Investment,Nottingham,UK
3493,28/05/2019,DEB,POST OFFICE COUNTE,27.62,,9171.65,Others,Swansea,UK
3494,28/05/2019,DEB,Brontosaurus Vegan,16.95,,9199.27,Dine Out,Swansea,UK
3495,28/05/2019,DEB,MARKS&SPENCER PLC,8.9,,9216.22,Clothes,,
3496,28/05/2019,DEB,AMAZON.CO.UK*MN9V3,12.99,,9225.12,Amazon,Swansea,UK
3497,28/05/2019,BP,SAVE THE CHANGE,0.01,,9238.11,Savings,Swansea,UK
3498,28/05/2019,CPT,LNK M&S SWANSEA,50,,9238.12,Cash,Swansea,UK
3499,28/05/2019,TFR,R LAWRENCE  25MAY19,,5000,9288.12,Supplementary Income,Swansea,UK
3500,24/05/2019,CPT,LNK TESCO FABIAN W,50,,4288.12,Cash,Swansea,UK
3501,24/05/2019,DEB,TESCO STORES 4628,5,,4338.12,Groceries,,
3502,24/05/2019,DEB,Audible.co.uk,7.99,,4343.12,Entertainment,Swansea,UK
3503,24/05/2019,BP,SAVE THE CHANGE,1.48,,4351.11,Savings,Swansea,UK
3504,23/05/2019,DEB,NON-GBP PURCH FEE,0.5,,4352.59,Others,Swansea,UK
3505,23/05/2019,DEB,NON-GBP TRANS FEE,15.82,,4353.09,Others,Swansea,UK
3506,23/05/2019,DEB,2160701-KEGHB,529.11,,4368.91,Others,Swansea,UK
3507,23/05/2019,DEB,AMZN MKTP UK*MN1H1,18.41,,4898.02,Amazon,Swansea,UK
3508,22/05/2019,CPT,LNK TESCO FABIAN W,50,,4916.43,Cash,Swansea,UK
3509,22/05/2019,DD,CORGI HOMEPLAN,14.75,,4966.43,Home Improvement,swansea,UK
3510,21/05/2019,DD,VIRGIN MEDIA PYMTS,29,,4981.18,Bills,Swansea,UK
3511,21/05/2019,BP,SAVE THE CHANGE,2.5,,5010.18,Savings,Swansea,UK
3512,20/05/2019,DEB,Amazon.co.uk*MN9ZF,16.33,,5012.68,Amazon,Swansea,UK
3513,20/05/2019,DEB,AMAZON.CO.UK*MN6LS,9.79,,5029.01,Amazon,Swansea,UK
3514,20/05/2019,DEB,Brontosaurus Vegan,29.18,,5038.8,Dine Out,Swansea,UK
3515,20/05/2019,DEB,MARKS&SPENCER PLC,4.7,,5067.98,Clothes,,
3516,20/05/2019,DEB,SWANSEA UNI - CATE,13.5,,5072.68,Dine Out,Swansea,UK
3517,20/05/2019,CPT,LNK TESCO FABIAN W,60,,5086.18,Cash,Swansea,UK
3518,20/05/2019,CPT,LNK SWANSEA CITY C,50,,5146.18,Cash,Swansea,UK
3519,17/05/2019,CPT,LNK TESCO FABIAN W,60,,5196.18,Cash,Swansea,UK
3520,16/05/2019,DD,O2,27.14,,5256.18,Other Shopping,Swansea,UK
3521,16/05/2019,BP,SAVE THE CHANGE,0.49,,5283.32,Savings,Swansea,UK
3522,15/05/2019,DEB,NON-GBP PURCH FEE,0.5,,5283.81,Others,Swansea,UK
3523,15/05/2019,DEB,NON-GBP TRANS FEE,0.31,,5284.31,Others,Swansea,UK
3524,15/05/2019,DEB,HMSHOST AMSTERDAM,10.51,,5284.62,Dine Out,Amsterdam,Netherlands
3525,15/05/2019,BP,SAVE THE CHANGE,1.27,,5295.13,Savings,Swansea,UK
3526,14/05/2019,DEB,SAINSBURY'S S/MKT,9.9,,5296.4,Groceries,,
3527,14/05/2019,DEB,AMZNMKTPLACE AMAZO,2.32,,5306.3,Amazon,Swansea,UK
3528,14/05/2019,DEB,DOUBLETREE BY HILT,105,,5308.62,Hotels,,
3529,14/05/2019,CPT,LNK FABIAN WAY,50,,5413.62,Cash,Swansea,UK
3530,14/05/2019,DEB,NON-GBP PURCH FEE,0.5,,5463.62,Others,Swansea,UK
3531,14/05/2019,DEB,NON-GBP TRANS FEE,0.28,,5464.12,Others,Swansea,UK
3532,14/05/2019,DEB,BAR BIGO,9.51,,5464.4,Dine Out,Paris,France
3533,14/05/2019,BP,SAVE THE CHANGE,0.37,,5473.91,Savings,Swansea,UK
3534,13/05/2019,DEB,NH GENOVA CENTRO,740.63,,5474.28,Hotels,Genova,Italy
3535,13/05/2019,DEB,NON-GBP CASH FEE,1.5,,6214.91,Others,Swansea,UK
3536,13/05/2019,DEB,NON-GBP TRANS FEE,2.58,,6216.41,Others,Swansea,UK
3537,13/05/2019,DEB,ABN-AMRO,86.45,,6218.99,Travel,,
3538,13/05/2019,BP,SAVE THE CHANGE,0.39,,6305.44,Savings,Swansea,UK
3539,10/05/2019,DEB,NON-GBP PURCH FEE,0.5,,6305.83,Others,Swansea,UK
3540,10/05/2019,DEB,NON-GBP TRANS FEE,0.61,,6306.33,Others,Swansea,UK
3541,10/05/2019,DEB,JAPAN RESTAURANT,20.61,,6306.94,Dine Out,,
3542,10/05/2019,BP,SAVE THE CHANGE,0.69,,6327.55,Savings,Swansea,UK
3543,09/05/2019,DEB,NON-GBP PURCH FEE,0.5,,6328.24,Others,Swansea,UK
3544,09/05/2019,DEB,NON-GBP TRANS FEE,0.76,,6328.74,Others,Swansea,UK
3545,09/05/2019,DEB,CELIO 6309,25.74,,6329.5,Clothes,,
3546,09/05/2019,DEB,NON-GBP PURCH FEE,0.5,,6355.24,Others,Swansea,UK
3547,09/05/2019,DEB,NON-GBP TRANS FEE,0.25,,6355.74,Others,Swansea,UK
3548,09/05/2019,DEB,H & M  5,8.57,,6355.99,Clothes,,
3549,08/05/2019,BP,SAVE THE CHANGE,2.51,,6364.56,Savings,Swansea,UK
3550,07/05/2019,DEB,Amazon.co.uk*MN59F,6.29,,6367.07,Amazon,Swansea,UK
3551,07/05/2019,DEB,NON-GBP PURCH FEE,0.5,,6373.36,Others,Swansea,UK
3552,07/05/2019,DEB,NON-GBP TRANS FEE,0.84,,6373.86,Others,Swansea,UK
3553,07/05/2019,DEB,H & M  5,28.32,,6374.7,Clothes,,
3554,07/05/2019,DEB,NON-GBP CASH FEE,1.5,,6403.02,Others,Swansea,UK
3555,07/05/2019,DEB,NON-GBP TRANS FEE,5.13,,6404.52,Others,Swansea,UK
3556,07/05/2019,DEB,BANCA CARIGE CR GE,171.76,,6409.65,Travel,,
3557,07/05/2019,DEB,TFW RAIL SERVICES,50.4,,6581.41,Travel,,
3558,07/05/2019,DEB,AMZNMKTPLACE AMAZO,5.48,,6631.81,Amazon,Swansea,UK
3559,07/05/2019,DD,THE GYM LTD,14.99,,6637.29,Fitness,Swansea,UK
